Source,ID,Title,Publication_type,Journal,Year_publication,Doi,Geography,Higher_geography,H_5,Year_study,Species_name,Genus,Species,Subspecies,Family,weight_bat_reported,weight_bat_mean,weight_bat_min,weight_bat_max,Type_device,Device_type_category,kind_device,VHF,device_weight_reported,weight_device,weight_device_min,weight_device_max,device_over5,device_%,device_%_min,device_%_max,Contact_authors,Authors_reply,Assignment,Validation
Other,Other_other_003,Bats Aggregate to Improve Prey Search but Might Be Impaired when Their Density Becomes Too High,Research,Current Biology,2015,https://doi.org/10.1016/j.cub.2014.11.010,Israel,Palearctic,Yes,2012,Rhinopoma microphyllum,Rhinopoma,microphyllum,NA,Rhinopomatidae,Yes,NA,30,45,GPS ; Micro on board ; VHF transmitter,Microphone + GPS,Lucid ; Knowles FG-23329 ; Holohil LB-2X,No,Yes,3.8,NA,NA,Yes,12,11,14,No,NA,Co-authors,Co-authors
Other,Other_other_003,Bats Aggregate to Improve Prey Search but Might Be Impaired when Their Density Becomes Too High,Research,Current Biology,2015,https://doi.org/10.1016/j.cub.2014.11.010,Israel,Palearctic,Yes,2012-2013,Rhinopoma microphyllum,Rhinopoma,microphyllum,NA,Rhinopomatidae,Yes,NA,27,35,GPS ; Micro on board ; VHF transmitter,Microphone + GPS,Lucid ; Knowles FG-23329 ; Holohil LB-2X,No,Yes,3.8,NA,NA,Yes,12,11,14,No,NA,Co-authors,Co-authors
Other,Other_other_004,Habitat use of bats in relation to wind turbines revealed by GPS tracking,Research,Scientific Reports,2016,https://doi.org/10.1038/srep28961,"Uckermark area, Germany",Palearctic,Yes,2014,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,32,NA,NA,GPS,GPS,CellGuide Robin GPS,No,Yes,3.6,3.4,4.2,Yes,10.8,9.2,11.5,Yes,Yes,Co-authors,Co-authors
Other,Other_other_004,Habitat use of bats in relation to wind turbines revealed by GPS tracking,Research,Scientific Reports,2016,https://doi.org/10.1038/srep28961,"Uckermark area, Germany",Palearctic,Yes,2014,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,36,NA,NA,GPS,GPS,CellGuide Robin GPS,No,Yes,3.7,3.4,4.2,Yes,10.8,9.2,11.5,Yes,Yes,Co-authors,Co-authors
Other,Other_other_005,Movement responses of common noctule bats to the illuminated urban landscape,Research,Landscape Ecology,2020,https://doi.org/10.1007/s10980-019-00942-4,"Berlin, Germany",Palearctic,Yes,2015-2017,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,31,NA,NA,GPS ; VHF transmitter,GPS,CellGuide Robin GPS ; Vesper ; Telemetrie Dessau,No,Yes,NA,3.8,4.5,Yes,13.9,NA,NA,Yes,Yes,Co-authors,Co-authors
Other,Other_other_006,Behavioral innovation and genomic novelty are associated with the exploitation of a challenging dietary opportunity by an avivorous bat,Research,iScience,2022,https://doi.org/10.1016/j.isci.2022.104973,"Xingyi City, Guizhou Province, China",Indomalayan,Yes,2020,Ia io,Ia,io,NA,Vespertilionidae,Yes,59,55,62,GPS ; GSM,GPS,Hunan Global Messenger HQBG0603 ; Quectel Wireless Solutions MC20 ,No,Yes,4.7,4.6,4.8,Yes,NA,7.36,9.94,Yes,No,Co-authors,Co-authors
Other,Other_other_006,Behavioral innovation and genomic novelty are associated with the exploitation of a challenging dietary opportunity by an avivorous bat,Research,iScience,2022,https://doi.org/10.1016/j.isci.2022.104973,"Xingyi City, Guizhou Province, China",Indomalayan,Yes,2021,Ia io,Ia,io,NA,Vespertilionidae,Yes,50,45,55,GPS ; GSM,GPS,Hunan Global Messenger HQBG0603 ; Quectel Wireless Solutions MC20 ,No,Yes,4.7,4.6,4.8,Yes,NA,7.36,9.94,Yes,No,Co-authors,Co-authors
Other,Other_other_007,"Home ranges, directionality and the influence of moon phases on the movement ecology of Indian flying fox males in southern India",Research,Biology Open,2022,https://doi.org/10.1016/j.isci.2022.104973,"Madurai Kamaraj University, Madurai, India",Indomalayan,No,2019,Pteropus giganteus,Pteropus,giganteus,NA,Pteropodidae,Yes,774,585,890,GPS,GPS,e-obs GmbH,No,Yes,NA,25,35,No,<5,NA,NA,No,NA,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),11,11,11,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,3.6,3.6,3.6,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.2,4.2,4.2,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.2,4.2,4.2,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.4,4.4,4.4,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.5,4.5,4.5,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.7,4.7,4.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.8,4.8,4.8,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.8,4.8,4.8,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.8,4.8,4.8,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,No,5,5,5,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.2,5.2,5.2,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),8,8,8,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.2,5.2,5.2,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Trondheim, Norway",Palearctic,Yes,2020,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.3,5.3,5.3,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.3,5.3,5.3,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.4,5.4,5.4,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.7,5.7,5.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.7,5.7,5.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),7,7,7,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,5.8,5.8,5.8,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),6,6,6,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,6.2,6.2,6.2,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),6,6,6,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,7.1,7.1,7.1,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),5,5,5,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,7.4,7.4,7.4,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Myotis brandtii,Myotis,brandtii,NA,Vespertilionidae,Provided by author(s),5,5,5,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.39,0.39,0.39,Yes,7.7,7.7,7.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),12,12,12,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,3.7,3.7,3.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),11,11,11,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,3.9,3.9,3.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),11,11,11,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4,4,4,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Trondheim, Norway",Palearctic,Yes,2020,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Provided by author(s),11,11,11,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.1,4.1,4.1,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),11,11,11,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.1,4.1,4.1,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Trondheim, Norway",Palearctic,Yes,2020,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Provided by author(s),10,10,10,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.5,4.5,4.5,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Trondheim, Norway",Palearctic,Yes,2020,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.7,4.7,4.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.7,4.7,4.7,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.8,4.8,4.8,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Trondheim, Norway",Palearctic,Yes,2021,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2020,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,4.9,4.9,4.9,Yes,Yes,Co-authors,Co-authors
Other,Other_other_008,Determining the different phases of torpor from skin- or body temperature data in heterotherms,Research,Journal of Thermal Biology,2023,https://doi.org/10.1016/j.jtherbio.2022.103396,"Nittedal, Norway",Palearctic,Yes,2019,Plecotus auritus,Plecotus,auritus,NA,Vespertilionidae,Provided by author(s),9,9,9,Radio transmitter,VHF transmitter,PIP31 Lotek Wireless,Yes,provided by authors,0.44,0.44,0.44,No,5,5,5,Yes,Yes,Co-authors,Co-authors
